ID,SQ,SG,sex,group,BM,BH,SH,CA,dAPHV,APHV,0-10m,10-30m,0-30m,30-60m,0-60m,FOST,TH,CMJ,DJ,12MR,FJT,SUs,SUb
2,NK1,3,m,J,69.9,187.8,98.6,15.61,2.79,12.82,,,4.08,3.31,7.39,13.3,,52,2.48,,,,10
2,NK1,3,m,J,70.4,188,97.9,15.95,2.89,13.06,,,4.02,3.19,7.21,14.36,,52.5,2.34,,,,20
5,NK2,0,f,J,61.4,172,92,13.49,2.18,11.32,1.89,2.63,4.52,3.79,8.31,12.35,8.23,43.16,1.91,2280,14.25,,
5,NK2,0,f,J,64.9,175,91,15.47,3.33,12.14,1.73,2.41,4.14,3.52,7.66,12.67,9.61,48.7,2.48,2290,15.6,7,
6,LK,0,f,J,59.9,166,88,14.69,2.42,12.26,1.79,2.57,4.36,3.69,8.05,10.73,8.68,35.6,2.08,2360,15.4,7,
6,LK,0,f,J,51,162,84,13.71,1.5,12.21,1.67,2.47,4.14,3.54,7.68,11.7,9.88,44,1.96,2600,14.5,7,
7,LK,0,f,J,64.5,169,84,15.44,2.72,12.72,1.84,2.6,4.44,3.86,8.3,11.5,8.33,41.75,1.5,,14.41,,
7,LK,0,f,J,58,168,89,14.4,2.37,12.03,1.69,2.51,4.21,3.6,7.85,11.2,8.5,43.7,1.62,2650,15.05,12,5
7,LK,0,f,J,51.6,165,86,13.47,1.57,11.9,1.79,2.58,4.37,3.78,8.15,10.25,8.9,41.6,1.71,2050,14.6,,
9,LK,0,f,J,60,175,88,13.85,2.26,11.58,1.66,2.58,4.24,3.72,7.96,11.55,8.86,41.57,1.6,2100,14.9,8,
10,LK,0,f,J,51,167,88,15.48,2.83,12.65,1.9,2.46,4.36,3.55,7.91,,7.22,43.2,2.47,,,,
11,NK2,0,m,J,63,181,94,15.69,2.15,13.54,1.8,2.39,4.19,3.39,7.58,15.03,,52.25,1.85,2600,,,20
11,NK2,0,m,J,56,176,91,14.64,1.13,13.51,1.84,2.54,4.38,3.53,7.91,,,45.61,1.93,,,25,
12,LK,0,f,J,43.1,156,79,13.2,0.71,12.49,1.76,2.52,4.28,3.63,7.91,10.55,7.88,45.12,1.34,2010,14.7,,
12,LK,0,f,J,46.2,159.5,82,14.2,1.52,12.67,1.73,2.46,4.19,3.48,7.67,10.25,8.75,47.4,1.81,1520,15.05,17,2
12,LK,0,f,J,51.8,160,81,15.17,2.05,13.13,1.85,2.49,4.34,3.59,7.93,,8.83,44.77,1.67,,14.4,,
14,LK,0,m,J,55.2,176,90,13.75,0.54,13.21,1.92,2.59,4.51,3.75,8.26,10.8,8.75,41.4,1.2,2550,13.95,,
14,LK,0,m,J,61.5,183,95.5,14.74,1.81,12.93,1.69,2.49,4.18,3.53,7.71,14.2,9.43,44.8,2.07,2760,14.8,10,
14,LK,0,m,J,65.2,185,94,15.72,2.17,13.55,1.8,2.45,4.25,3.46,7.71,14.25,10.01,47.57,2.2,2600,,,
15,LK,0,f,J,61.4,175,88,13.29,1.97,11.32,1.9,2.71,4.61,4.03,8.64,12.95,8.35,41.12,1.51,2270,14.4,,
15,LK,0,f,J,64.8,175.5,89.5,14.29,2.63,11.66,1.76,2.66,4.42,3.94,8.36,12.95,8.35,39.4,2.02,2200,14.55,,
16,NK2,0,m,J,69.4,181,92,15.73,1.98,13.76,1.71,2.28,3.99,3.32,7.31,14.25,8.35,49.69,1.71,2800,17.4,,30
16,NK2,0,m,J,49.9,168.5,84.5,13.72,-0.18,13.91,1.71,2.59,4.3,3.72,8.02,12,8.65,37.6,1.43,2870,14.65,20,8
16,NK2,0,m,J,59,176,87,14.7,0.68,14.02,1.84,2.47,4.31,3.5,7.81,12.51,9.76,44.35,1.68,2905,16.64,,
17,LK,0,m,J,57,164.5,83,15.12,0.4,14.73,1.89,2.72,4.61,3.88,8.49,10.03,6.75,46.75,1.56,2150,15,,11
17,LK,0,m,J,50.1,157,79,14.09,-0.63,14.72,2.01,2.72,4.73,4,8.73,9.7,8.42,48.37,1.89,2520,14.03,,
19,LK,0,m,J,55.2,175.5,91.5,13.11,0.39,12.72,1.69,2.49,4.18,3.53,7.71,11.85,8.93,38,1.63,2810,14.6,8,
20,NK2,0,m,J,59,182,89,13.72,0.44,13.28,1.67,2.41,4.08,3.32,7.4,13.35,,,,,,12,2
21,NK2,0,m,J,74.7,190,95,15.26,2.16,13.1,1.73,2.26,3.99,3.35,7.34,16.2,8.3,44.66,1.73,2630,,21,
21,NK2,0,m,J,56.8,179,91.5,13.25,0.48,12.77,1.65,2.53,4.18,3.69,7.87,11.65,9,35.2,1.29,2565,15.4,12,
21,NK2,0,m,J,66.9,185,91,14.22,1.03,13.2,,,,,,12.6,10.45,42.78,1.08,,,,
22,LK,0,f,J,48,164,85,14.21,1.85,12.36,1.9,2.66,4.56,3.8,8.36,11,,42.23,1.64,2820,,17,
22,LK,0,f,J,58.2,166,87,16.37,3.25,13.12,1.88,2.62,4.5,3.71,8.21,12.8,8.65,41.8,1.85,2350,15.8,23,
22,LK,0,f,J,54.2,166,86,15.26,2.58,12.67,1.88,2.6,4.48,3.77,8.25,12.01,8.88,46.78,1.68,,,,
23,NK2,0,f,J,56.8,166.5,87,15.56,2.83,12.73,1.74,2.38,4.12,3.49,7.61,12.9,7.53,54.9,1.88,2450,16.6,7,
24,LK,0,f,J,58.6,163.5,88,14.64,2.31,12.33,1.8,2.53,4.33,3.74,8.07,11.28,8.51,39.8,2.54,2360,13.9,9,
25,LK,0,f,J,66.6,172,89,14.64,2.68,11.95,2.02,2.69,4.71,3.89,8.6,11.66,8.16,39.87,2.11,2480,14.12,,
25,LK,0,f,J,59.9,173,92,13.66,2.29,11.37,1.74,2.61,4.35,3.73,8.08,11.35,8.78,40.7,2.26,,14.35,15,
29,LK,0,f,J,67.3,179,78,14.9,2.43,12.47,1.82,2.67,4.49,3.89,8.38,10.8,8.28,38.95,1.43,2510,13.6,,
29,LK,0,f,J,64,177,91,14.04,2.61,11.43,1.78,2.64,4.42,3.79,8.21,12.25,9.02,35.9,1.67,2520,14.73,4,
31,LK,1,m,J,70,190,99,17.21,3.74,13.47,,,,3.12,,,9.22,,,,,,
31,LK,1,m,J,69,191,96.5,17.46,3.48,13.99,,,,,,15.53,11.94,54.7,,3380,,12,
36,LK,0,f,J,71,176,94,16.31,4,12.31,,,,3.57,,14.42,7.34,47.4,1.96,,16.08,18,
36,LK,0,f,J,75.7,176.5,95,16.56,4.21,12.35,,,,,,14.56,8.76,43.2,,,15.18,13,
37,LK,0,f,J,56,179.5,94,16.07,3.99,12.08,,,,3.44,,13.91,7.21,,1.89,2650,16.25,28,
37,LK,0,f,J,57.4,180.5,96,16.32,4.29,12.03,,,,,,14.34,9.37,45.9,,2620,15.9,19,
38,NK1,3,f,J,62.8,178.7,92.1,15.87,3.74,12.13,1.88,2.54,4.42,3.66,8.09,12.16,7.55,43.9,1.94,2600,17.52,13,
38,NK1,3,f,J,65.2,178.5,92,16.81,4.25,12.56,1.82,2.49,4.31,3.58,7.89,13.33,9.75,44.1,1.68,2560,17.05,15,
38,NK1,3,f,J,66.6,179.2,94,17.81,4.96,12.86,1.79,2.51,4.3,3.59,7.89,12.72,10.35,45.9,1.63,,17.42,10,
40,NK2,0,m,J,78.2,191.4,98,15.61,2.79,12.82,1.69,2.37,4.08,3.34,7.53,17.76,9.03,62.7,2.59,3150,18.61,9,
40,NK2,0,m,J,79.5,192,99,15.94,3.13,12.81,,,,,,16.25,10.79,61.9,,3080,18.25,12,
40,NK2,0,m,J,81,193,101,17.56,4.35,13.2,1.66,2.39,4.08,3.4,7.48,16.73,11.94,60.7,2.43,3070,20.02,12,
40,NK2,0,m,J,79.7,193,100,16.92,3.82,13.1,1.87,2.36,4.23,3.39,7.62,19.63,12.16,66.2,2.48,3000,19.7,15,
43,LK,0,f,J,68,174,93,15.91,3.65,12.26,,,,3.56,,14.13,7.37,52,2.55,,15.85,30,
43,LK,0,f,J,73.6,174,93,16.77,4.12,12.66,1.77,2.54,4.31,3.57,7.9,14.83,9.5,52.5,1.84,2520,15.75,20,
44,LK,0,m,J,75,183,97.5,16.7,3.33,13.36,,,,,,17.79,,71.2,2.71,,,26,
44,LK,0,m,J,77.6,184,99,17.56,4.07,13.49,1.68,2.14,3.82,3.04,6.89,17.43,11.43,71.7,2.48,2700,18.4,24,
45,LK,0,f,J,64,172,90,14.74,2.78,11.97,,,,,,12.44,,,,2550,,4,
45,LK,0,f,J,67.3,174,93,15.61,3.49,12.12,,,,,,12.83,,42.3,,2600,13.3,9,
45,LK,0,f,J,70.4,175,92,15.97,3.67,12.3,1.75,2.49,4.25,3.41,7.66,13.76,8.79,46,1.57,2600,15.43,7,
45,LK,0,f,J,71.1,175.5,94,16.61,4.14,12.47,1.78,2.49,4.27,3.5,7.77,13.98,9.02,49.7,1.45,,15.68,6,
49,NK2,0,f,J,56.9,180.5,90,15.64,3.55,12.09,1.83,2.47,4.31,3.55,7.86,11.83,9.25,43.2,1.39,2750,15.95,6,
49,NK2,0,f,J,62.7,182,92,16.64,4.29,12.34,1.71,2.48,4.19,3.48,7.67,12.12,9.46,44.1,1.7,2650,17.39,5,
49,NK2,0,f,J,58.4,181,91,16,3.83,12.16,1.81,2.51,4.33,3.54,7.87,11.5,9.68,45.1,1.5,2640,16.7,6,
51,NK2,0,m,J,83.3,188.1,96,16.41,3.03,13.38,1.768,2.404,4.172,3.303,7.475,16.13,,52.3,2.11,,19.14,,
53,NK1,3,f,J,61.2,180.5,92,15.63,3.66,11.97,1.83,2.5,4.33,3.57,7.9,14.03,,48.8,1.65,2400,16.8,15,
53,NK1,3,f,J,60.2,179.5,92,15.27,3.42,11.85,1.72,2.5,4.22,3.46,7.68,13.73,9.43,46.9,1.63,2300,16.3,13,
53,NK1,3,f,J,62.7,182,94,16.27,4.2,12.07,1.72,2.41,4.13,3.46,7.59,14.19,9.76,52.7,1.76,2380,17.37,14,
54,NK1,3,m,J,79,182,92,15.69,2.07,13.62,1.68,2.27,3.95,3.13,7.08,17.77,10.88,58.7,1.74,2850,18.3,17,
54,NK1,3,m,J,78.5,183.6,96,16.69,3.15,13.54,1.64,2.29,3.93,3.16,7.11,16.23,11.63,57.6,2.23,2670,18.97,16,
56,NK1,3,f,J,51,160,80,13.19,0.98,12.21,,,,3.36,,13.29,7.22,,,,15,6,
57,LK,0,m,J,75.7,189,96,14.76,2.04,12.72,1.69,2.35,4.04,3.36,7.41,15.96,9.78,50.6,1.51,2980,16.1,15,
57,LK,0,m,J,82.8,191.5,99,15.76,3.07,12.69,1.64,2.28,3.92,3.1,7.03,16.52,10.42,56.6,1.85,2670,17.31,16,
57,LK,0,m,J,80.9,190,98,15.12,2.56,12.56,1.69,2.3,3.99,3.21,7.2,16.77,10.7,56.6,1.88,3020,18.2,15,
58,NK2,0,f,J,43,165,83,13.66,1.43,12.22,,,,3.74,,9.25,6.55,,,,14.21,16,
58,NK2,0,f,J,48.2,169,85,14.6,2.24,12.36,1.86,2.56,4.42,3.68,8.1,11.44,9.08,41.5,1.22,2350,15.75,18,
58,NK2,0,f,J,50.4,171,86,14.96,2.58,12.39,1.83,2.53,4.36,3.64,8,12.42,9.56,44.1,1.53,2300,16.02,16,
58,NK2,0,f,J,50.8,172.4,89,15.6,3.15,12.45,1.8,2.57,4.38,3.79,8.17,12.23,9.79,45.1,1.84,2200,16.41,14,
59,LK,0,m,J,69.9,181.5,90,13.85,0.76,13.09,1.71,2.37,4.08,3.19,7.32,14.12,9.35,51.7,1.72,2600,16.25,16,
59,LK,0,m,J,73.1,183,95,14.85,1.95,12.9,1.62,2.24,3.89,3.08,6.97,15.53,9.99,62.8,1.99,2700,17.1,15,
59,LK,0,m,J,68.5,181,91,14.21,1.05,13.16,1.7,2.32,4.02,3.2,7.22,15.09,10.18,59.8,2.01,,16.75,16,
60,LK,0,f,J,56,164,85,12.76,1.17,11.59,,,,3.9,,8.69,6.12,,,,13.4,,
60,LK,0,f,J,63,170,91,13.74,2.22,11.52,1.95,2.67,4.65,3.85,8.55,9.77,6.38,,,2500,13.9,,
61,LK,0,m,J,54.5,162.5,85,13.43,-0.18,13.61,1.78,2.43,4.22,3.31,7.53,12.22,7.12,,,2900,14.1,23,
61,LK,0,m,J,60.6,165.2,88,14.07,0.57,13.5,1.76,2.36,4.12,3.3,7.43,11.82,9.79,49.7,2.76,2750,15.09,21,
62,LK,0,m,J,50,165,85,13.72,-0.11,13.83,2.01,2.59,4.6,3.67,8.27,11.8,,,,2850,,8,
62,LK,0,m,J,46.2,158,82,12.75,-0.95,13.69,,,,3.78,,10.59,6.31,,,,13,3,
63,LK,0,m,J,69,177,93.5,13.8,1.16,12.63,1.99,2.61,4.6,3.76,8.36,12.82,,,,3300,,4,
63,LK,0,m,J,57.5,172,88,12.82,-0.12,12.94,,,,3.72,,10.56,6.04,,,,,,
64,LK,0,f,J,42,160,81,12.2,0.38,11.82,,,,3.97,,9.68,6.06,,,,13.73,,
64,LK,0,f,J,45,165,86,13.18,1.33,11.84,1.94,2.67,4.62,3.79,8.41,9.09,6.48,,,2900,13.75,,
65,NK2,0,m,J,56.8,173,87,12.27,-0.51,12.78,,,,3.57,,9.99,6.57,,,,14.33,,
65,NK2,0,m,J,65,182,94,13.25,0.87,12.38,1.9,2.38,4.28,3.38,7.66,14.19,6.9,,,2800,14.35,1,
66,LK,0,m,J,66.8,180.5,89,13.87,0.61,13.26,1.72,2.4,4.15,3.3,7.47,12.04,7.37,,,2500,14.6,10,
66,LK,0,m,J,67.3,182.3,95,14.51,1.7,12.81,1.9,2.42,4.32,3.35,7.67,11.9,9.72,52.5,1.63,2300,,13,
67,LK,0,m,J,44.7,165,80,12.76,-1.21,13.97,,,,3.93,,9.23,6.43,,,,14.28,5,
67,LK,0,m,J,50,173,84.5,13.74,-0.19,13.93,1.99,2.65,4.64,3.77,8.46,10.58,7.44,,,2800,15.36,8,
68,LK,0,f,J,45,162,80,12.17,0.42,11.75,,,,3.85,,9.4,6.11,,,,13.77,,
68,LK,0,f,J,48,167,86,13.15,1.42,11.73,1.95,2.65,4.6,3.76,8.36,9.38,6.57,,,2940,14.2,,
68,NK2,0,f,J,49.4,167,85,13.47,1.56,11.91,1.85,2.62,4.48,3.61,8.09,10,6.71,,,3000,14.31,4,
69,NK2,0,m,J,57.1,174,86,13.89,0.15,13.74,1.71,2.48,4.24,3.42,7.66,13.23,7.16,,,3100,16,12,
69,NK2,0,m,J,61.7,175.8,89,14.52,0.89,13.63,1.64,2.33,4,3.29,7.32,13.6,10.69,47.7,1.69,3200,17.56,,19
70,LK,0,f,J,49,167,85,12.23,0.88,11.35,,,,3.97,,10.27,6.52,,,,13.81,12,
70,LK,0,f,J,54,171,91,13.21,1.87,11.33,1.91,2.67,4.58,3.83,8.41,11.04,6.97,,,2700,14.58,16,
71,LK,0,m,J,75.7,185,97,13.63,1.56,12.07,1.77,2.47,4.24,3.36,7.6,15.93,6.91,,,2950,14,11,
72,LK,0,m,J,57.1,172,89,13.23,0.2,13.03,1.69,2.36,4.05,3.21,7.27,13.3,6.82,,,2800,14.36,15,
73,LK,1,f,J,59.2,177,91,17.66,4.62,13.04,1.94,,,,8.44,10.62,8.36,39.37,1.74,2580,15.28,2,
73,LK,1,f,J,61.8,177.5,94,18.6,5.35,13.25,1.81,2.66,4.47,3.84,8.31,12.33,8.89,36.3,2.07,2630,15.73,,4
78,LK,0,f,J,39,155,79,14.9,1.51,13.39,,,,,,9.1,7.48,35.86,,2520,9.1,,1
78,LK,0,f,J,42.3,160,81,15.84,2.33,13.51,1.72,2.66,4.39,3.92,8.32,10.1,7.9,33,2.08,2560,14.15,4,20
79,LK,0,f,J,56.6,169,90,16.34,3.51,12.83,1.7,2.51,4.23,3.69,7.92,10.42,8.19,43.5,1.87,2350,14.1,14,
79,LK,0,f,J,51.5,166,88,15.4,2.75,12.65,,,,,,9.9,8.2,43.8,,,10,,3
80,NK1,3,m,J,72,179,96,16.66,3.08,13.57,,,,,,13.55,9.85,51.58,,2630,12.3,,8
80,NK1,3,m,J,74.5,181.5,98,18.6,4.49,14.11,1.6,2.2,3.8,3.04,6.84,13.74,10.93,59.19,2.15,2500,18.65,,20
81,NK1,3,m,J,74.5,184,98,15.58,2.76,12.82,,,,,,14.35,8.53,52.12,,,11.2,,13
81,NK1,3,m,J,81.4,185.5,100,16.52,3.66,12.86,1.55,2.31,3.86,3.3,7.18,14.45,8.93,53.6,2.01,2580,15.63,,21
84,NK1,3,m,J,63.2,188.8,96.6,15.8,2.54,13.27,1.54,2.39,4.01,3.32,7.39,13.75,9.83,48.77,2.24,,16.94,10,
84,NK1,3,m,J,69.9,192,99,17.72,4.01,13.71,1.59,2.37,3.97,3.28,7.25,14.26,11.68,48.58,2.95,2790,19.05,18,
86,LK,0,f,J,62.2,172,91,16.77,3.92,12.85,1.68,2.63,4.31,3.81,8.13,11.3,8.58,42.1,1.84,2470,15.15,,
86,LK,0,f,J,61.6,171,92,17.76,4.49,13.28,1.78,2.52,4.3,3.65,7.95,12.48,9.34,42.16,2.07,2590,15.65,10,
87,LK,0,f,J,63.7,170,86,15.06,2.66,12.4,1.68,2.45,4.14,3.55,7.7,12.51,9.69,46.8,1.82,2470,15,,5
87,LK,0,f,J,70.4,173,91.5,16.06,3.61,12.44,1.84,2.5,4.34,3.6,7.94,13.88,9.69,43.39,1.73,2380,15.4,3,
88,LK,0,f,J,62.5,165.5,85,15.21,2.53,12.67,1.69,2.52,4.21,3.68,7.89,12.04,7.64,41.7,1.54,2500,14.27,4,15
88,LK,0,f,J,60,163,83,14.26,1.86,12.41,,,,,,10.8,8.15,42.47,,2570,9.5,,2
88,LK,0,f,J,64,165.5,86.5,16.2,3.13,13.07,1.81,2.62,4.43,3.65,8.11,10.22,8.32,45.87,1.04,,14,3,20
89,LK,0,f,J,50.7,161.5,82,15.3,2.21,13.09,1.73,2.57,4.3,3.69,7.99,10.6,8.28,41.45,1.78,,13.05,1,12
89,LK,0,f,J,46.8,160,81,14.31,1.55,12.75,1.88,2.72,4.6,3.8,8.4,11.06,8.38,40.4,1.64,2910,13.5,22,
90,LK,0,f,J,46,162,85,13.92,1.61,12.31,,,,,,9.35,7.88,39.41,,2620,9.8,,4
90,LK,0,f,J,53.3,166.5,88,14.86,2.49,12.37,1.72,2.68,4.4,3.99,8.41,9.62,8.41,33.5,1.37,2420,13.6,10,
91,LK,0,f,J,62.6,171.5,87,15.68,3.09,12.59,1.7,2.48,4.18,3.51,7.69,12.71,9.5,46.5,2.09,2460,15.45,,
91,LK,0,f,J,63.1,170,86,16.68,3.5,13.18,1.68,2.45,4.13,3.49,7.62,12.59,10.03,42.91,2.03,2270,16,,
92,LK,0,f,J,45.4,161,84.5,13.96,1.56,12.39,1.78,2.64,4.42,3.68,8.1,9.61,7.9,37.5,1.35,2590,13.62,17,
92,LK,0,f,J,48.7,165,86,14.95,2.35,12.61,1.71,2.51,4.22,3.58,7.8,9.69,8.41,41.91,1.39,2575,14.6,2,16
93,NK1,3,f,J,48,163,84,14.38,1.86,12.52,,,,,,10.9,8.75,42.02,,2500,9.6,,8
93,NK1,3,f,J,50.6,165.5,86,16.31,3.12,13.2,1.64,2.58,4.26,3.76,8.02,11.31,9.45,49.93,1.73,,14.45,1,19
96,NK2,0,m,J,65.7,182,92,14.48,1.28,13.2,1.83,2.54,4.37,3.49,7.86,13.01,8.1,46.1,1.61,2450,15.65,28,
96,NK2,0,m,J,70.2,184,94.5,15.47,2.18,13.3,1.7,2.43,4.13,3.38,7.51,14.84,9.46,58.15,2.4,2755,16.75,,14
97,LK,0,f,J,67.2,176.5,93,15.24,3.37,11.87,1.8,2.64,4.44,3.82,8.27,11.32,8.78,41.5,1.84,2610,15.6,,
97,LK,0,f,J,69.1,178,93.5,16.24,4,12.24,1.93,2.7,4.64,3.83,8.47,11.25,9.26,40.54,1.93,2600,15.4,,
101,LK,0,f,J,60.6,170,89,13.57,2.01,11.56,1.77,2.59,4.37,3.78,8.15,10.61,8.35,31,1.57,2390,13.45,,8
101,LK,0,f,J,62.4,172,92,14.56,2.77,11.79,1.74,2.6,4.34,3.8,8.14,11.15,8.63,31.13,1.64,2320,14.27,8,
103,LK,0,f,J,64.2,184,90,13.66,2.58,11.09,1.87,2.92,4.79,4.32,9.11,10.62,6.51,27.3,1.18,2030,13.48,1,
103,LK,0,f,J,66.9,185,91,14.66,3.23,11.43,1.88,2.91,4.79,4.32,9.11,10.5,7.39,25.83,1.01,1750,13.96,,
104,NK1,3,f,J,61.55,179.5,94.9,15.55,3.74,11.81,,,4.26,3.51,7.77,14.85,,47.1,2.73,,,,10.5
104,NK1,3,f,J,60.8,179,93.5,15.9,3.84,12.05,,,4.29,3.55,7.84,14.12,,45.6,2.35,,,,18
105,LK,1,f,J,55.6,176,88,14.47,2.61,11.86,,,4.28,3.76,8.04,11.4,,,1.62,2250,15,,
105,LK,1,f,J,55.5,176.2,89.5,16.29,3.73,12.56,,,,3.66,,13,7.04,,1.55,,15.43,,
108,LK,1,m,J,59.8,179,94,15.43,1.98,13.45,,,3.98,3.35,7.33,11.76,,,1.86,2800,15.47,,
108,LK,1,m,J,56.7,176,92,14.45,1.17,13.28,,,4.13,3.49,7.62,11.2,,,1.68,2675,15.8,,
108,LK,1,m,J,62.3,178.9,95,16.27,2.6,13.67,,,,3.28,,12.76,8.01,,1.8,,16.43,24,
109,NK1,3,m,J,58.1,180,94,15.74,2.12,13.62,,,3.88,3.21,7.09,13.46,,,2.49,2750,15.99,,
109,NK1,3,m,J,60.4,182,96.5,16.58,2.95,13.63,,,,3.26,,14.23,8.19,,2.53,,17.55,7,
110,NK2,2,m,J,75.3,179.3,97.1,15.31,2.52,12.79,,,3.86,3.09,6.95,14.24,,56.2,1.8,,,,9
110,NK2,2,m,J,70.6,177,94,14.34,1.54,12.8,,,3.77,3.06,6.83,12.5,,,1.82,2792,17.08,,
111,LK,1,f,J,53,175,88,14.73,2.71,12.02,,,4.46,3.85,8.31,10.25,,,1.63,2525,14.31,,
111,LK,1,f,J,58.6,178,91,15.7,3.55,12.15,,,4.42,3.79,8.21,10.54,,,1.61,2425,14.6,,
112,NK1,3,m,J,84.2,183,95,14.34,1.81,12.52,,,3.66,3.05,6.71,16.3,,,1.95,2632,18.13,,
112,NK1,3,m,J,85.3,185,96,15.31,2.48,12.84,,,3.71,3.02,6.73,15.96,,,1.9,2600,18.46,,
112,NK1,3,m,J,89.4,186,99,16.15,3.4,12.75,,,,3.12,,18.07,8.74,,1.91,,18.77,8,
113,LK,1,f,J,62.1,181,96,14.5,3.25,11.25,,,4.21,3.57,7.78,9.62,,,1.52,2575,14.71,,
113,LK,1,f,J,63.7,180.5,97,15.34,3.77,11.56,,,,,7.86,11.87,6.72,,1.61,,15.08,,
119,NK1,3,m,J,67,186.8,97.4,16.67,3.18,13.49,1.798,2.405,4.203,3.362,7.565,12.25,,54.9,2.74,,18.59,,
119,NK1,3,m,J,58.8,181,91.5,14.99,1.39,13.6,1.78,2.6,4.38,2.93,7.31,10.65,9.43,45.2,1.81,2440,15.56,7,
123,LK,0,f,J,56.3,166.8,82.5,15.13,2.36,12.77,1.93,2.79,4.72,4.09,8.81,10.82,8.42,31.1,1.4,2630,14.57,,9
123,LK,0,f,J,63.4,158.5,84.5,14.58,1.99,12.59,1.8,2.59,4.39,3.72,8.11,12.65,9.03,37.5,1.69,2810,15.57,6,
123,LK,0,f,J,61.8,167,85,14.16,2.04,12.12,1.72,2.57,4.29,3.69,8.01,11.62,9.42,36.8,1.14,2930,15.6,,10
124,NK2,0,m,J,72.2,179.2,91.3,16.54,2.34,14.2,1.605,2.19,3.803,2.976,6.779,15.91,,52.4,1.67,,18.81,,
124,NK2,0,m,J,65.7,178.5,88,15.44,1.24,14.19,1.68,2.25,3.93,3.05,6.98,13.53,10.41,48.7,1.08,2890,17.88,,11
124,NK2,0,m,J,68.8,178.5,90.5,15.86,1.84,14.02,1.65,2.2,3.85,3.1,6.95,13.4,10.74,55.9,1.72,2950,17.99,8,
125,NK2,0,f,J,50.6,167,85.5,14.16,1.97,12.19,1.77,2.52,4.3,3.65,7.95,10.83,8.98,42.7,1.62,2540,16.06,4,
125,NK2,0,f,J,54.6,169.5,86,15.17,2.66,12.51,1.68,2.48,4.16,3.6,7.8,12.51,9.25,41.7,2.09,2580,16.14,3,6
126,LK,0,f,J,60.9,173.5,84.5,14.28,2.27,12.01,1.75,2.71,4.46,3.92,8.38,11.09,7.72,36.4,1.19,2910,13.15,8,
126,LK,0,f,J,61.3,174.5,85.5,14.83,2.65,12.18,1.89,2.67,4.56,3.92,8.48,11.06,8.13,35.1,1.03,2610,13.6,,16
127,NK2,0,f,J,60.5,164.3,90.1,15.45,2.88,12.57,1.84,2.501,4.34,3.517,7.858,12.12,,46.2,2.15,,16.68,,10
127,NK2,0,f,J,60.6,164,87,15.35,2.65,12.69,1.86,2.49,4.36,3.58,7.96,12.12,9.09,43.8,1.78,2410,16.03,,10
127,NK2,0,f,J,61.4,162.5,88,14.79,2.38,12.41,1.78,2.52,4.31,3.53,7.86,11.72,9.36,47.4,1.94,2550,15.9,5,
128,LK,0,f,J,55.4,176,91,15.19,3.18,12.01,1.69,2.57,4.26,3.62,7.88,13.02,8.46,43.3,1.43,2465,14.88,5,
128,LK,0,f,J,61.4,177,93,16.19,3.91,12.28,1.66,2.51,4.17,3.57,7.75,14.2,8.56,42.2,1.42,2560,15.43,5,
132,LK,0,m,J,52,166,83,13.95,-0.22,14.17,1.59,2.35,3.95,3.41,7.36,11.51,8.74,54.2,1.64,2610,15.4,,13
132,LK,0,m,J,56.2,167,84.5,14.37,0.21,14.16,1.65,2.37,4.02,3.39,7.41,12.38,8.88,56.5,1.94,2870,15.73,16,
132,LK,0,m,J,58.9,169,82,14.93,0.17,14.76,1.71,2.32,4.04,3.26,7.3,11.08,8.94,56,1.87,2750,16.03,,17
134,NK1,3,m,J,74.6,187,91.5,15.93,2.03,13.9,,,3.97,3.11,7.08,15.15,,50.8,2.32,,,,7
134,NK1,3,m,J,71.45,186.7,92.4,15.59,1.95,13.64,,,4.05,3.2,7.25,13.96,,50.1,2.36,,,,
137,LK,0,f,J,52.3,168.5,83.5,13.54,1.6,11.94,1.88,2.57,4.48,3.88,8.38,9.76,7.18,41.2,1.47,,13.44,,
137,LK,0,f,J,54.8,172,86,14.56,2.41,12.15,1.83,2.71,4.54,3.96,8.5,9.6,7.55,37.8,1.36,2290,13.22,3,
138,LK,0,f,J,81.8,190,100,16.53,4.96,11.57,1.87,2.64,4.54,3.93,8.47,11.76,6.87,36.3,1.1,2410,13.09,8,
138,LK,0,f,J,81.7,189,100,17.49,5.47,12.02,1.86,2.61,4.48,3.83,8.31,10.84,6.98,35.3,1.12,2300,14.02,8,
139,NK1,3,f,J,54.5,172.2,88.1,15.18,2.87,12.3,1.84,2.55,4.41,3.54,7.95,10.65,,45,1.75,,15.2,,
139,NK1,3,f,J,54,171,85,14.22,2.14,12.08,1.77,2.56,4.33,3.64,7.97,10.75,8.56,36.5,1.48,,14.16,,
141,LK,0,m,J,52.6,164,87,13.62,0.12,13.5,1.72,2.54,4.27,3.62,7.89,10.11,8.96,44.9,1.25,,13.88,,
141,LK,0,m,J,61.3,169,88,14.93,0.99,13.93,1.79,2.42,4.21,3.39,7.6,12.41,9.11,45.8,1.76,3270,15.84,17,10
142,LK,0,f,J,60.8,170,88,14.35,2.38,11.97,1.87,2.73,4.6,4.07,8.67,11.9,7.48,37.2,1.54,2480,13.9,2,
142,LK,0,f,J,60.9,169,90,13.34,1.9,11.43,1.87,2.56,4.44,3.82,8.26,10.3,7.98,41.2,1.7,,14.02,,
